selling_price,km_driven,seller_type,transmission,owner,mileage,engine,max_power,seats
140000,20000,Individual,Manual,First Owner,21.1,814,55.2,5
550000,3000,Individual,Manual,First Owner,20.14,1197,81.86,5
670000,20000,Individual,Manual,First Owner,19.5,1199,88.76,5
1150000,6825,Individual,Automatic,First Owner,18,1497,117.6,5
600000,13500,Individual,Manual,First Owner,17.5,1373,91.1,7
590000,40000,Individual,Manual,Second Owner,20.73,1373,91.1,5
420000,30000,Individual,Manual,First Owner,20.3,1086,68,5
530000,20000,Individual,Manual,First Owner,20.3,1199,83.81,5
345000,120000,Individual,Manual,Second Owner,18.5,1197,82.85,5
725000,140000,Individual,Manual,First Owner,15.4,1497,117.3,7
45000,70000,Individual,Manual,Second Owner,16.1,796,37,4
325000,16500,Individual,Manual,Second Owner,23.01,999,67,5
350000,9900,Individual,Manual,First Owner,23.95,998,67.05,5
180000,80000,Individual,Manual,Third Owner,19.7,796,46.3,5
150000,100000,Individual,Manual,Second Owner,16,1368,90,5
700000,20000,Individual,Manual,First Owner,23.26,1197,88.5,5
350000,100000,Individual,Manual,Second Owner,16.78,1496,88.73,5
200000,120000,Individual,Manual,Second Owner,NA,NA,NA,NA
260000,25000,Individual,Manual,First Owner,22.74,796,47.3,5
540000,93000,Individual,Manual,Second Owner,20.85,1197,83.14,5
285000,22000,Individual,Manual,First Owner,24.7,796,47.3,5
362000,104000,Individual,Manual,First Owner,15.64,1193,64.1,5
700000,40000,Individual,Manual,First Owner,13.24,1598,102.5,5
425000,80000,Individual,Manual,Third Owner,16.02,1373,93.7,7
180000,70000,Individual,Manual,First Owner,17.92,1086,62.1,5
170000,90000,Individual,Manual,Third Owner,20.92,998,67.1,5
350000,72000,Individual,Manual,Second Owner,17.5,1197,85.8,5
325000,50000,Individual,Automatic,First Owner,19.34,1198,76,5
455999,32000,Individual,Manual,First Owner,18.9,1197,82,5
129000,60000,Individual,Manual,First Owner,19.7,796,46.3,5
254000,40000,Individual,Manual,First Owner,24.7,796,47.3,5
140000,40000,Individual,Manual,Second Owner,NA,NA,NA,NA
528000,5000,Individual,Manual,First Owner,18.9,1197,81.86,5
102000,50000,Individual,Manual,Second Owner,15.26,1150,74.9,5
148000,70000,Individual,Manual,Third Owner,14.7,1150,76,5
650000,50000,Individual,Manual,First Owner,21.4,1197,83.1,5
310000,40000,Individual,Manual,First Owner,16.47,1198,73.9,5
480000,30000,Individual,Manual,First Owner,19.1,1197,82,5
320000,15000,Individual,Manual,First Owner,24.7,796,47.3,5
750000,40000,Individual,Manual,First Owner,17.4,1497,117.3,5
370000,40000,Individual,Manual,First Owner,19.49,1198,67.04,5
320000,60000,Individual,Manual,Fourth & Above Owner,18.6,1197,85.8,5
420000,67000,Individual,Manual,First Owner,18.6,1197,85.8,5
240000,60000,Individual,Manual,Second Owner,17.5,1298,85.8,5
220000,60000,Individual,Manual,First Owner,22.5,999,67,5
350000,30000,Individual,Manual,First Owner,23.84,1199,84,5
434999,50000,Individual,Manual,Second Owner,18.16,1197,78.8,5
125000,200000,Individual,Automatic,Third Owner,13.1,1997,141.1,5
400000,14000,Individual,Manual,Second Owner,18.15,1198,82,6
440000,20000,Individual,Manual,First Owner,20.51,998,67.04,5
440000,17000,Individual,Manual,First Owner,20.51,998,67.04,5
655000,20000,Individual,Manual,First Owner,18.6,1197,81.83,5
295000,60000,Individual,Manual,First Owner,25.17,799,53.3,5
655000,20000,Individual,Manual,First Owner,18.6,1197,81.83,5
65000,70000,Individual,Manual,Third Owner,15,1086,66.6,5
475000,57000,Individual,Manual,First Owner,17.8,1198,86.7,5
350000,30000,Individual,Manual,First Owner,23.01,999,67,5
430000,35000,Individual,Manual,Second Owner,18.6,1197,81.83,5
2000000,70000,Individual,Automatic,First Owner,13.7,1991,183,5
175000,83000,Individual,Manual,Second Owner,NA,NA,NA,NA
530000,65000,Individual,Manual,First Owner,19.02,1198,67.05,7
725000,35000,Individual,Automatic,First Owner,21.21,1197,81.8,5
90000,70000,Individual,Manual,First Owner,18.2,998,67.1,5
287000,100000,Individual,Manual,Second Owner,19.81,1086,68.05,5
1380000,55000,Individual,Automatic,First Owner,14.8,1591,121.3,5
650000,40000,Individual,Manual,First Owner,17.43,1396,105.5,5
240000,108916,Individual,Manual,Second Owner,20.51,998,67.04,5
290000,40000,Individual,Manual,Second Owner,21.1,814,55.2,5
229999,80000,Individual,Manual,First Owner,21.1,814,55.2,5
200000,90000,Individual,Manual,Second Owner,17.92,1086,62.1,5
90000,70000,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5
590000,40000,Individual,Manual,First Owner,18.6,1197,81.83,5
210000,90000,Individual,Manual,Second Owner,18.9,998,67.1,5
185000,110000,Individual,Manual,Second Owner,17.7,1497,78,5
125000,59000,Individual,Manual,Second Owner,18.9,998,67.1,5
280000,60000,Individual,Manual,Second Owner,21.1,814,55.2,5
99000,89500,Individual,Manual,First Owner,NA,NA,NA,NA
98000,70000,Individual,Manual,Second Owner,18.9,998,67.1,5
278000,20000,Individual,Manual,First Owner,22.5,999,67,5
50000,60000,Individual,Manual,Second Owner,16.1,796,37,4
675000,10000,Individual,Manual,First Owner,21.21,1197,81.8,5
229999,60000,Individual,Manual,Third Owner,17.7,1497,78,5
330000,20000,Individual,Manual,First Owner,24.7,796,47.3,5
350000,40000,Individual,Manual,First Owner,23.95,998,67.05,5
560000,35000,Individual,Manual,First Owner,16.2,1199,74,5
440000,30000,Individual,Manual,First Owner,20.51,998,67.04,5
220000,90000,Individual,Manual,Second Owner,19,998,66.1,5
740000,9000,Individual,Automatic,First Owner,21.4,1197,83.1,5
570000,19000,Individual,Automatic,Second Owner,20.89,1197,81.8,5
430000,20000,Individual,Automatic,First Owner,20.51,998,67,5
780000,7200,Individual,Manual,First Owner,21.1,998,100.5,5
620000,50000,Individual,Manual,First Owner,18.12,1196,86.8,5
370000,58000,Individual,Manual,Second Owner,15.37,1196,73,7
500000,65000,Individual,Manual,First Owner,19.1,1197,81.86,5
195000,50000,Individual,Manual,Second Owner,17.92,1086,62.1,5
472000,30000,Individual,Automatic,First Owner,20.51,998,67,5
250000,58000,Individual,Manual,Second Owner,23.95,998,67.05,5
145000,65000,Individual,Manual,Third Owner,18.9,998,67.1,5
305000,40000,Individual,Manual,First Owner,23.95,998,67.05,5
280000,110000,Individual,Manual,First Owner,20.51,998,67.04,5
325000,40000,Individual,Manual,First Owner,25.17,799,53.3,5
305000,40000,Individual,Manual,First Owner,23.95,998,67.05,5
155000,70000,Individual,Manual,Second Owner,16.1,796,37,4
235000,80000,Individual,Manual,Third Owner,20.92,998,67.1,5
500000,15000,Individual,Manual,First Owner,20.4,1197,81.8,5
155000,63000,Individual,Manual,Third Owner,NA,NA,NA,NA
319000,30000,Individual,Automatic,First Owner,24.04,999,67,5
640000,6000,Individual,Manual,First Owner,19.5,1199,88.76,5
650000,30000,Individual,Manual,First Owner,18.6,1197,81.83,5
150000,70000,Individual,Manual,Third Owner,13.2,1495,94,5
620000,13000,Individual,Manual,First Owner,17.19,1197,81.86,5
250000,60000,Individual,Manual,Second Owner,14.09,1596,99.6,5
500000,40000,Individual,Manual,First Owner,20.4,1197,81.8,5
840000,1500,Individual,Automatic,First Owner,18.2,1199,88.7,5
170000,50000,Individual,Manual,First Owner,NA,NA,NA,NA
890000,18300,Individual,Manual,First Owner,17.8,1497,117.3,5
300000,10000,Individual,Manual,First Owner,21.1,814,55.2,5
380000,50000,Individual,Manual,First Owner,23.1,998,67.04,5
480000,60000,Individual,Manual,First Owner,18.9,1197,81.86,5
240000,35000,Individual,Manual,Second Owner,22.74,796,47.3,5
500000,33400,Individual,Manual,First Owner,17.43,1396,105.5,5
420000,36000,Individual,Manual,First Owner,20.4,1197,83.11,5
110000,80000,Individual,Manual,First Owner,20.92,998,67.1,5
120000,120000,Individual,Manual,Second Owner,19.7,796,46.3,5
620000,15000,Individual,Manual,First Owner,20.4,1194,94.93,5
475000,83000,Individual,Automatic,First Owner,15.74,1591,121.3,5
250000,80000,Individual,Manual,Second Owner,21.1,814,55.2,5
600000,25000,Individual,Manual,First Owner,21.21,1197,81.8,5
100000,30000,Individual,Manual,First Owner,16.1,796,37,4
690000,13000,Individual,Manual,First Owner,20.4,1194,94.93,5
710000,42000,Individual,Manual,First Owner,18.6,1197,81.83,5
350000,10000,Individual,Manual,Second Owner,20.3,998,68.05,5
220000,13000,Individual,Manual,First Owner,20.92,998,67.1,5
700000,6500,Individual,Manual,First Owner,20,999,72,7
198000,49500,Individual,Manual,Second Owner,21.1,814,55.2,5
70000,120000,Individual,Manual,Third Owner,NA,NA,NA,NA
380000,112048,Individual,Manual,Second Owner,17.5,1298,85.8,5
360000,98000,Individual,Manual,Third Owner,17,1497,118,5
445000,1000,Individual,Manual,First Owner,21.21,1197,81.8,5
575000,15000,Individual,Automatic,First Owner,17.36,1197,81.86,5
450000,3500,Individual,Manual,First Owner,23.84,1199,83.83,5
198000,91000,Individual,Manual,Second Owner,NA,NA,NA,NA
254999,34000,Individual,Manual,First Owner,21.1,814,55.2,5
145000,120000,Individual,Manual,First Owner,18.6,1199,79.4,5
750000,15000,Individual,Manual,First Owner,17,1198,108.5,5
450000,50000,Individual,Manual,First Owner,17,1497,118,5
466000,25000,Individual,Automatic,Fourth & Above Owner,20.3,1086,68,5
430000,18500,Individual,Manual,First Owner,20.3,1086,68,5
240000,35000,Individual,Manual,First Owner,22.5,999,67,5
540000,15500,Individual,Manual,First Owner,16.78,1496,88.73,5
250000,100000,Individual,Manual,Second Owner,19.81,1086,68.05,5
125000,70000,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5
290000,65000,Individual,Manual,First Owner,15.64,1193,64.1,5
95000,90000,Individual,Manual,Third Owner,NA,NA,NA,NA
400000,60000,Individual,Manual,First Owner,17,1198,73.75,5
390000,13120,Individual,Manual,First Owner,25.17,799,53.3,5
800000,25000,Individual,Automatic,First Owner,17.4,1197,81.86,5
795000,35000,Individual,Manual,First Owner,17.01,1591,121.3,5
400000,25000,Individual,Automatic,First Owner,24.04,999,67,5
450000,110000,Individual,Manual,Third Owner,16.8,1497,116.4,5
700000,25000,Individual,Manual,First Owner,18.16,1196,86.8,5
500000,1000,Individual,Manual,First Owner,20.3,1086,68.07,5
125000,60000,Individual,Manual,Second Owner,16.1,796,37,4
170000,110000,Individual,Manual,Second Owner,15.3,1193,65.3,5
300000,60000,Individual,Manual,First Owner,25.17,799,53.3,5
450000,110000,Individual,Manual,First Owner,16.47,1198,73.9,5
325000,120000,Individual,Automatic,Third Owner,10.1,2354,152,5
280000,75000,Individual,Manual,First Owner,17.7,1497,78,5
160000,56000,Individual,Manual,Third Owner,NA,NA,NA,NA
295000,15000,Individual,Manual,First Owner,24.7,796,47.3,5
160000,80000,Individual,Manual,Second Owner,18.9,998,67.1,5
330000,84000,Individual,Manual,Second Owner,23.1,998,67.04,5
180000,50000,Individual,Manual,Second Owner,15.6,1196,70,5
70000,50000,Individual,Manual,Second Owner,NA,NA,NA,NA
150000,35000,Individual,Manual,Second Owner,14,796,35,5
300000,30000,Individual,Manual,First Owner,19.81,1086,68.05,5
730000,2388,Individual,Manual,First Owner,18.6,1197,81.83,5
366000,15000,Individual,Manual,First Owner,23.95,998,67.1,5
1149000,5000,Individual,Manual,First Owner,17,1591,121.3,5
150000,42000,Individual,Manual,First Owner,20.63,1198,67,5
187000,120000,Individual,Manual,Second Owner,17.92,1086,62.1,5
150000,76000,Individual,Manual,First Owner,16.1,796,37,4
620000,15000,Individual,Manual,First Owner,20.4,1194,94.93,5
475000,83000,Individual,Automatic,First Owner,15.74,1591,121.3,5
250000,80000,Individual,Manual,Second Owner,21.1,814,55.2,5
600000,25000,Individual,Manual,First Owner,21.21,1197,81.8,5
100000,30000,Individual,Manual,First Owner,16.1,796,37,4
690000,13000,Individual,Manual,First Owner,20.4,1194,94.93,5
710000,42000,Individual,Manual,First Owner,18.6,1197,81.83,5
350000,10000,Individual,Manual,Second Owner,20.3,998,68.05,5
220000,13000,Individual,Manual,First Owner,20.92,998,67.1,5
700000,6500,Individual,Manual,First Owner,20,999,72,7
198000,49500,Individual,Manual,Second Owner,21.1,814,55.2,5
650000,35000,Individual,Manual,Second Owner,21.4,1197,83.1,5
360000,50000,Individual,Manual,Second Owner,17.57,1193,88.7,5
385000,116000,Individual,Manual,First Owner,15,1598,103.5,5
499000,20000,Individual,Manual,First Owner,18.9,1197,81.86,5
229999,110000,Individual,Manual,Third Owner,NA,NA,NA,NA
215000,90000,Individual,Manual,Fourth & Above Owner,NA,NA,NA,NA
110000,120000,Individual,Manual,Fourth & Above Owner,14.4,1599,94,5
600000,5000,Individual,Automatic,First Owner,20.89,1197,81.8,5
445000,1000,Individual,Manual,First Owner,21.21,1197,81.8,5
575000,15000,Individual,Automatic,First Owner,17.36,1197,81.86,5
450000,3500,Individual,Manual,First Owner,23.84,1199,83.83,5
110000,48676,Individual,Manual,First Owner,19.7,796,35,8
105000,60000,Individual,Manual,Third Owner,NA,NA,NA,NA
350000,30000,Individual,Manual,First Owner,25.17,799,53.3,5
148000,120000,Individual,Manual,First Owner,20.92,998,67.1,5
260000,9000,Individual,Manual,First Owner,16.8,796,34.2,8
70000,50000,Individual,Manual,Second Owner,25.4,624,37.48,4
300000,35000,Individual,Manual,First Owner,23.01,999,67,5
700000,35000,Individual,Manual,First Owner,17,1198,108.5,5
415000,80000,Individual,Manual,First Owner,16.47,1198,73.9,5
70000,80000,Individual,Manual,First Owner,26,624,35,4
515000,30000,Individual,Manual,First Owner,17.71,1197,78.9,5
700000,22700,Individual,Manual,First Owner,18.7,1199,88.7,5
525000,45000,Individual,Manual,First Owner,18.9,1197,82,5
250000,36000,Individual,Manual,Second Owner,15.37,1196,73,5
560000,59000,Individual,Manual,First Owner,16.02,1373,93.7,7
240000,80000,Individual,Manual,Second Owner,15.6,1196,70,5
280000,50000,Individual,Manual,First Owner,22.7,799,53.64,5
250000,70000,Individual,Manual,First Owner,22.74,796,47.3,5
500000,25000,Individual,Manual,First Owner,23.84,1199,84,5
316000,25000,Individual,Manual,First Owner,24.7,796,47.3,5
350000,50000,Individual,Manual,First Owner,24.7,796,47.3,5
45000,55425,Individual,Manual,Second Owner,16.1,796,37,4
430000,100000,Individual,Manual,First Owner,15.04,1598,103.2,5
395000,35000,Individual,Automatic,Second Owner,14.3,1598,103.5,5
500000,5000,Individual,Automatic,First Owner,23.84,1199,84,5
420000,21000,Individual,Manual,First Owner,18.9,1197,81.86,5
290000,10000,Individual,Manual,Second Owner,23.95,998,67.05,5
300000,19800,Individual,Manual,First Owner,15.37,1196,73,7
100000,70000,Individual,Manual,Second Owner,18.9,1061,67,5
100000,80000,Individual,Manual,Second Owner,17.3,1061,64,5
75527,80000,Individual,Manual,First Owner,16,995,63,5
500000,17000,Individual,Manual,First Owner,18.6,1197,81.83,5
550000,46000,Individual,Manual,First Owner,21.4,1197,83.1,5
65000,198000,Individual,Manual,Second Owner,18.9,998,67.1,5
150000,40000,Individual,Manual,Second Owner,18,995,62,5
225000,90000,Individual,Manual,First Owner,19.7,796,46.3,5
190000,80000,Individual,Manual,First Owner,19.7,796,46.3,5
100000,164000,Individual,Manual,Third Owner,19.7,796,46.3,5
4100000,17000,Individual,Automatic,First Owner,9.5,3604,280,5
400000,15000,Individual,Manual,First Owner,18.15,1198,82,6
430000,14000,Individual,Manual,First Owner,20.51,998,67.04,5
1132000,20000,Individual,Manual,First Owner,17,1197,110,5
80000,70000,Individual,Manual,Second Owner,16.2,995,62.1,5
380000,30000,Individual,Manual,Second Owner,18.9,1197,81.86,5
350000,25000,Individual,Manual,First Owner,25.17,799,53.3,5
160000,70000,Individual,Manual,Fourth & Above Owner,19.7,796,35,8
125000,70000,Individual,Manual,Fourth & Above Owner,NA,NA,NA,NA
290000,31000,Individual,Manual,First Owner,20.36,1197,78.9,5
180000,62000,Individual,Manual,First Owner,21.1,814,55.2,5
75000,29000,Individual,Manual,First Owner,16.1,796,37,4
110000,60000,Individual,Manual,Second Owner,18.6,1199,79.4,5
390000,10000,Individual,Manual,First Owner,23.95,998,67.05,5
550000,70000,Individual,Manual,First Owner,18.6,1197,81.83,5
70000,70000,Individual,Manual,Second Owner,NA,NA,NA,NA
70000,59400,Individual,Manual,Fourth & Above Owner,16.1,796,37,4
275000,20000,Individual,Manual,First Owner,21.1,814,55.2,5
250000,125876,Individual,Manual,Second Owner,15,1586,104.68,5
2100000,5000,Individual,Automatic,First Owner,16,1368,160.77,5
300000,100000,Individual,Manual,First Owner,19.81,1086,68.05,5
620000,90000,Individual,Manual,First Owner,22,1197,81.8,5
58000,80000,Individual,Manual,Third Owner,17.3,993,60,5
610000,33000,Individual,Manual,First Owner,20.73,1373,91.1,5
300000,35000,Individual,Manual,First Owner,23.01,999,67,5
1405000,15000,Individual,Manual,First Owner,15.8,1591,121.3,5
650000,22000,Individual,Manual,Second Owner,21.56,1462,103.25,5
267000,40000,Individual,Manual,First Owner,20.36,1197,78.9,5
215000,47000,Individual,Manual,Second Owner,21.1,814,55.2,5
282000,15000,Individual,Manual,First Owner,24.7,796,47.3,5
350000,35000,Individual,Manual,Second Owner,25.17,799,53.3,5
400000,22000,Individual,Manual,First Owner,20.3,1199,84,5
400000,70000,Individual,Manual,First Owner,20.51,998,67.04,5
145000,30000,Individual,Manual,First Owner,18,995,62,5
280000,100000,Individual,Manual,First Owner,20.3,998,68.05,5
150000,140000,Individual,Manual,Third Owner,17.7,1497,78,5
600000,70000,Individual,Manual,First Owner,17.3,1497,117.3,7
275000,60000,Individual,Manual,First Owner,25.17,799,53.3,5
150000,80000,Individual,Manual,Second Owner,18.9,998,67.1,5
275000,80000,Individual,Manual,Third Owner,16.95,1498,97.7,5
551000,20000,Individual,Manual,Second Owner,18.9,1197,81.86,5
600000,60000,Individual,Manual,First Owner,18.6,1197,81.83,5
235000,18000,Individual,Manual,First Owner,22.74,796,47.3,5
45000,28000,Individual,Manual,Second Owner,25.4,624,37.5,4
450000,100000,Individual,Automatic,Second Owner,15.74,1591,121.3,5
170000,90000,Individual,Manual,Second Owner,18.9,1061,67,5
650000,6000,Individual,Manual,First Owner,18.15,1198,82,6
600000,10000,Individual,Automatic,First Owner,21.21,1197,81.8,5
290000,21000,Individual,Manual,First Owner,25.17,799,53.3,5
215000,25000,Individual,Manual,First Owner,20.92,998,67.1,5
250000,22000,Individual,Manual,First Owner,25.17,799,53.3,5
250000,20000,Individual,Manual,Second Owner,23.95,998,67.05,5
950000,15000,Individual,Automatic,First Owner,15.4,1497,117.3,7
725000,6550,Individual,Automatic,First Owner,18.2,1199,88.7,5
990000,20000,Individual,Automatic,First Owner,17,1591,121.3,5
300000,60175,Individual,Manual,First Owner,18.2,1199,82.5,5
250000,25000,Individual,Manual,First Owner,21.1,814,55.2,5
700000,48000,Individual,Manual,Second Owner,21.1,998,100.5,5
400000,100000,Individual,Manual,First Owner,18.16,1196,86.8,5
250000,140000,Individual,Automatic,Second Owner,14.4,1598,103.6,5
650000,20000,Individual,Manual,First Owner,20.3,1199,83.81,5
340000,82000,Individual,Manual,Second Owner,14.53,1798,138,5
114999,100000,Individual,Manual,Second Owner,19.7,796,46.3,5
200000,35000,Individual,Manual,First Owner,22.7,799,53.64,5
450000,50000,Individual,Manual,First Owner,17.8,1198,86.7,5
359000,5500,Individual,Manual,First Owner,15.37,1196,73,7
320000,28000,Individual,Manual,First Owner,25.17,799,53.3,5
110000,113000,Individual,Manual,First Owner,15.3,1193,65.3,5
169000,100000,Individual,Manual,Second Owner,15,1368,90,5
350000,35000,Individual,Manual,First Owner,15.37,1196,73,7
745000,10000,Individual,Automatic,First Owner,21.4,1197,83.1,5
540000,5000,Individual,Automatic,First Owner,20.52,1197,81.8,5
690000,25000,Individual,Manual,First Owner,19,1194,94.68,5
640000,20000,Individual,Manual,First Owner,20.14,1197,81.86,5
500000,100000,Individual,Manual,First Owner,20.4,1197,81.8,5
310000,54000,Individual,Manual,First Owner,24.7,796,47.3,5
40000,100000,Individual,Manual,Third Owner,16.1,796,37,4
300000,45000,Individual,Manual,First Owner,20.36,1197,78.9,5
500000,5000,Individual,Manual,First Owner,23.84,1199,84,5
120000,70000,Individual,Manual,Third Owner,18.6,1199,79.4,5
350000,26263,Individual,Manual,First Owner,21.1,814,55.2,5
350000,100000,Individual,Manual,Second Owner,18.15,1198,82,5
625000,25000,Individual,Manual,First Owner,22,1197,81.8,5
1220000,11000,Individual,Manual,First Owner,15.8,1591,121.3,5
475000,5000,Individual,Automatic,First Owner,21.7,998,67,5
320000,40000,Individual,Manual,First Owner,18.5,1197,85.8,5
300000,30000,Individual,Manual,First Owner,24.7,796,47.3,5
1180000,5500,Individual,Manual,First Owner,17.4,1497,117.6,5
45957,90000,Individual,Manual,Second Owner,19.7,796,46.3,5
190000,65000,Individual,Manual,First Owner,21.1,814,55.2,5
530000,9500,Individual,Manual,First Owner,18.16,1196,86.8,5
130000,60000,Individual,Manual,First Owner,19.7,796,46.3,5
120000,120000,Individual,Manual,Second Owner,17.8,1086,63,5
625000,25000,Individual,Manual,First Owner,22,1197,81.8,5
1220000,11000,Individual,Manual,First Owner,15.8,1591,121.3,5
475000,5000,Individual,Automatic,First Owner,21.7,998,67,5
320000,40000,Individual,Manual,First Owner,18.5,1197,85.8,5
300000,30000,Individual,Manual,First Owner,24.7,796,47.3,5
1180000,5500,Individual,Manual,First Owner,17.4,1497,117.6,5
45957,90000,Individual,Manual,Second Owner,19.7,796,46.3,5
190000,65000,Individual,Manual,First Owner,21.1,814,55.2,5
530000,9500,Individual,Manual,First Owner,18.16,1196,86.8,5
470000,50000,Individual,Manual,First Owner,18.9,1197,82,5
430000,90000,Individual,Manual,First Owner,16.02,1373,93.7,7
500000,117000,Individual,Manual,First Owner,20.85,1197,83.14,5
240000,90000,Individual,Manual,Second Owner,17.7,1497,78,5
170000,80000,Individual,Manual,Third Owner,16.1,1298,88.2,5
140000,50000,Individual,Manual,Second Owner,NA,NA,NA,NA
252000,30000,Individual,Manual,First Owner,22.74,796,47.3,5
270000,35000,Individual,Manual,First Owner,24.7,796,47.3,5
100000,40000,Individual,Manual,First Owner,19.7,796,46.3,5
350000,46357,Individual,Manual,Second Owner,20.51,998,67.04,5
240000,80000,Individual,Manual,Second Owner,16.6,1388,68,5
382000,40000,Individual,Manual,First Owner,23.95,998,67.1,5
145000,80000,Individual,Manual,Second Owner,NA,NA,NA,NA
270000,60000,Individual,Manual,Second Owner,19.81,1086,68.05,5
300000,90000,Individual,Manual,Second Owner,18.9,998,67.1,5
195000,35000,Individual,Manual,Second Owner,21.1,814,55.2,5
35000,40000,Individual,Manual,Second Owner,16.1,796,37,4
220000,67000,Individual,Manual,Second Owner,20.36,1197,78.9,5
320000,46737,Individual,Manual,First Owner,22.74,796,47.3,5
240000,30000,Individual,Manual,First Owner,18.6,1199,76.8,5
130000,70000,Individual,Manual,Second Owner,16.5,1172,65,5
310000,20000,Individual,Manual,First Owner,24.7,796,47.3,5
432000,30000,Individual,Manual,First Owner,20.51,998,67.04,5
135000,110048,Individual,Manual,Third Owner,20.92,998,67.1,5
90000,110000,Individual,Manual,Fourth & Above Owner,18.9,1061,67,5
300000,186388,Individual,Manual,Second Owner,14.8,1298,80,8
100000,60000,Individual,Manual,Third Owner,14.7,1150,76,5
120000,70000,Individual,Manual,Third Owner,19.7,796,46.3,5
114999,60000,Individual,Manual,Second Owner,18,995,62,5
140000,60000,Individual,Manual,Second Owner,18,995,62,5
500000,130000,Individual,Manual,Second Owner,19,1197,85.8,5
400000,20000,Individual,Manual,First Owner,18.9,1197,82,5
295000,60000,Individual,Manual,Third Owner,16.51,1586,103.2,5
150000,50000,Individual,Manual,Third Owner,14,1061,64,5
114999,100000,Individual,Manual,Second Owner,18,995,62,5
110000,100000,Individual,Automatic,Second Owner,12,1493,100,5
450000,20000,Individual,Manual,First Owner,18.9,1197,81.86,5
470000,30000,Individual,Automatic,First Owner,23.1,998,67.04,5
330000,25000,Individual,Manual,First Owner,17.57,1193,88.7,5
390000,25000,Individual,Manual,Second Owner,20.51,998,67.04,5
46000,25000,Individual,Manual,Second Owner,26,624,35,4
125000,40000,Individual,Manual,Second Owner,16,1368,90,5
200000,80868,Individual,Manual,Third Owner,13.7,1368,88.8,5
130000,100000,Individual,Manual,Second Owner,NA,NA,NA,NA
160000,70000,Individual,Manual,Second Owner,16.9,1497,100,5
135000,120000,Individual,Manual,Second Owner,13,1343,90,5
425000,12000,Individual,Manual,First Owner,23.1,998,67.04,5
200000,73000,Individual,Manual,First Owner,19.7,796,46.3,5
40000,120000,Individual,Manual,First Owner,16.1,796,37,4
340000,45000,Individual,Manual,First Owner,23.95,998,67.1,5
380000,25000,Individual,Manual,First Owner,18.5,1197,82.85,5
360000,80000,Individual,Manual,First Owner,20.51,998,67.04,5
120000,191000,Individual,Manual,First Owner,17.92,1086,62.1,5
260000,50000,Individual,Manual,Second Owner,18.9,998,67.1,5
320000,110000,Individual,Manual,First Owner,18.5,1197,82.85,5
925000,28900,Dealer,Manual,First Owner,17.8,1497,117.3,5
425000,86300,Dealer,Manual,First Owner,16.8,1497,116.3,5
675000,23300,Dealer,Automatic,First Owner,18.5,1197,83.14,5
390000,10300,Dealer,Manual,First Owner,23.95,998,67.05,5
850000,64000,Dealer,Manual,First Owner,20.65,1462,103.25,5
1590000,25000,Dealer,Automatic,First Owner,14.28,1798,138.03,5
484999,10000,Dealer,Manual,First Owner,23.1,998,67.04,5
275000,49000,Dealer,Manual,First Owner,19.02,1198,67.05,5
315000,32000,Dealer,Manual,First Owner,24.7,796,47.3,5
275000,38000,Dealer,Manual,First Owner,24.7,796,47.3,5
290000,28000,Dealer,Manual,First Owner,19.81,1086,68.05,5
280000,32000,Dealer,Manual,First Owner,14,796,35,5
455000,42000,Dealer,Manual,First Owner,16.47,1198,74,5
351000,45000,Dealer,Manual,Second Owner,19.81,1086,68.05,5
535000,12000,Dealer,Manual,Second Owner,15.04,1598,103.6,5
175000,55500,Dealer,Manual,First Owner,18.2,998,67.1,5
525000,61500,Dealer,Manual,First Owner,18.5,1197,82.85,5
565000,72000,Dealer,Automatic,First Owner,19.1,1197,82,5
120000,68000,Dealer,Manual,Third Owner,19.7,796,46.3,5
185000,77000,Dealer,Manual,Second Owner,21.79,998,67.05,5
690000,1303,Dealer,Manual,First Owner,17.8,1198,86.7,5
5150000,20000,Dealer,Automatic,First Owner,22.37,2487,214.56,5
1864999,50000,Dealer,Automatic,First Owner,14.67,1798,177.46,5
1750000,19000,Dealer,Automatic,First Owner,13.96,1451,141,5
795000,41000,Dealer,Automatic,First Owner,18,1497,117.6,5
625000,39000,Dealer,Automatic,First Owner,14.28,1798,138.03,5
975000,72200,Dealer,Automatic,Second Owner,10.8,2497,150,5
805000,49900,Dealer,Manual,First Owner,16.3,1797,147.5,5
811000,11000,Dealer,Manual,First Owner,17,1198,108.5,5
645000,11000,Dealer,Automatic,First Owner,14.3,1598,103.5,5
2550000,18000,Dealer,Automatic,First Owner,15.04,1991,183,5
599000,46100,Dealer,Manual,First Owner,16.02,1373,93.7,7
2700000,16000,Dealer,Automatic,First Owner,14.74,1991,181.04,5
875000,18000,Dealer,Automatic,First Owner,15.6,1497,116.3,5
894999,9654,Dealer,Automatic,First Owner,19.56,1197,81.8,5
175000,11000,Dealer,Manual,First Owner,23.95,998,67.05,5
340000,24300,Dealer,Manual,First Owner,21.21,1197,81.8,5
1900000,41000,Dealer,Automatic,First Owner,19.16,2494,157.7,5
450000,71000,Dealer,Automatic,First Owner,12.1,2362,164.7,5
335000,33033,Dealer,Manual,First Owner,19.4,1198,86.8,5
465000,63063,Dealer,Automatic,First Owner,18.9,1197,82,5
1090000,16500,Dealer,Manual,First Owner,17,1197,110,5
